NACA63-215 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
   1        Number of airfoil tables in this file
   0.0      Table ID parameter
  12.00     Stall angle (deg)
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero
  -1.8019   Zero Cn angle of attack (deg)
   6.3284   Cn slope for zero lift (dimensionless)
   1.5244   Cn extrapolated to value at positive stall angle of attack
  -0.5178   Cn at stall value for negative angle of attack
   0.00     Angle of attack for minimum CD (deg)
   0.0047   Minimum CD value
-180.00    0.000   0.0100   0.0000
-175.00    0.238   0.0100   0.2000
-170.00    0.477   0.0100   0.4000
-160.00    0.953   0.0963  -0.0010
-155.00    0.938   0.2092   0.0505
-150.00    0.922   0.3221   0.1019
-145.00    0.873   0.4611   0.1331
-140.00    0.824   0.6001   0.1644
-135.00    0.771   0.7489   0.1942
-130.00    0.718   0.8976   0.2240
-125.00    0.649   1.0388   0.2553
-120.00    0.579   1.1800   0.2867
-115.00    0.492   1.2972   0.3181
-110.00    0.404   1.4144   0.3495
-105.00    0.305   1.4942   0.3779
-100.00    0.205   1.5740   0.4063
 -95.00    0.103   1.6076   0.4282
 -90.00    0.000   1.6412   0.4501
 -85.00   -0.103   1.6076   0.4581
 -80.00   -0.205   1.5740   0.4662
 -75.00   -0.305   1.4942   0.4650
 -70.00   -0.404   1.4144   0.4638
 -65.00   -0.492   1.2972   0.4562
 -60.00   -0.579   1.1800   0.4487
 -55.00   -0.649   1.0388   0.4395
 -50.00   -0.718   0.8976   0.4303
 -45.00   -0.771   0.7489   0.4270
 -40.00   -0.824   0.6001   0.4237
 -35.00   -0.873   0.4611   0.4406
 -30.00   -0.922   0.3221   0.4575
 -25.00   -0.932   0.2230   0.5008
 -24.00   -0.934   0.2032   0.5094
 -23.00   -0.936   0.1834   0.5181
 -22.00   -0.938   0.1636   0.5268
 -21.00   -0.940   0.1438   0.5354
 -20.00   -0.941   0.1240   0.5441
 -19.00   -0.888   0.1180   0.5288
 -18.00   -0.834   0.1120   0.5136
 -17.00   -0.781   0.1061   0.4983
 -16.00   -0.727   0.1001   0.4831
 -15.00   -0.674   0.0942   0.4679
 -14.50   -0.647   0.0912   0.4602
 -12.01   -0.513   0.0763   0.4222
 -11.00   -0.459   0.0703   0.4069
  -9.98   -0.406   0.0648   0.3911
  -8.12   -0.296   0.0535   0.3261
  -7.62   -0.266   0.0505   0.3083
  -7.11   -0.236   0.0474   0.2905
  -6.60   -0.205   0.0443   0.2726
  -6.50   -0.200   0.0437   0.2693
  -6.00   -0.170   0.0407   0.2518
  -5.50   -0.140   0.0377   0.2343
  -5.00   -0.111   0.0347   0.2168
  -4.50   -0.081   0.0317   0.1994
  -4.00   -0.051   0.0287   0.1819
  -3.50   -0.022   0.0257   0.1644
  -3.00    0.008   0.0227   0.1469
  -2.50    0.038   0.0197   0.1294
  -2.00    0.067   0.0167   0.1119
  -1.50    0.097   0.0137   0.0945
  -1.00    0.126   0.0107   0.0770
  -0.50    0.156   0.0077   0.0595
   0.00    0.186   0.0047   0.0420
   0.50    0.245   0.0048   0.0427
   1.00    0.304   0.0048   0.0434
   1.50    0.363   0.0049   0.0440
   2.00    0.422   0.0050   0.0446
   2.50    0.480   0.0051   0.0451
   3.00    0.538   0.0053   0.0456
   3.50    0.594   0.0057   0.0459
   4.00    0.649   0.0062   0.0460
   4.50    0.702   0.0069   0.0460
   5.00    0.754   0.0077   0.0459
   5.50    0.807   0.0085   0.0459
   6.00    0.860   0.0092   0.0459
   6.50    0.914   0.0098   0.0459
   7.00    0.967   0.0103   0.0459
   7.50    1.022   0.0107   0.0461
   8.00    1.075   0.0112   0.0460
   8.50    1.128   0.0117   0.0460
   9.00    1.181   0.0121   0.0460
   9.50    1.231   0.0128   0.0456
  10.00    1.283   0.0133   0.0454
  10.50    1.330   0.0141   0.0446
  11.00    1.378   0.0147   0.0440
  11.50    1.422   0.0155   0.0429
  12.00    1.460   0.0166   0.0409
  12.50    1.493   0.0174   0.0379
  13.00    1.526   0.0185   0.0358
  13.50    1.555   0.0200   0.0335
  14.00    1.578   0.0219   0.0312
  14.50    1.597   0.0242   0.0290
  15.00    1.611   0.0271   0.0269
  15.50    1.618   0.0307   0.0249
  16.00    1.612   0.0355   0.0230
  16.50    1.621   0.0396   0.0226
  17.00    1.630   0.0437   0.0222
  17.50    1.639   0.0481   0.0225
  18.00    1.643   0.0535   0.0233
  18.50    1.642   0.0599   0.0249
  19.00    1.638   0.0670   0.0270
  19.50    1.628   0.0751   0.0298
  20.00    1.615   0.0843   0.0336
  20.50    1.596   0.0948   0.0384
  21.00    1.573   0.1066   0.0442
  22.00    1.501   0.1367   0.0611
  23.00    1.479   0.1601   0.0479
  24.00    1.456   0.1835   0.0347
  25.00    1.434   0.2070   0.0215
  26.00    1.412   0.2304   0.0083
  28.00    1.367   0.2772  -0.0180
  30.00    1.322   0.3241  -0.0444
  32.00    1.294   0.3799  -0.0591
  35.00    1.252   0.4637  -0.0812
  40.00    1.182   0.6033  -0.1179
  45.00    1.106   0.7526  -0.1470
  50.00    1.031   0.9017  -0.1761
  55.00    0.931   1.0430  -0.2032
  60.00    0.830   1.1841  -0.2304
  65.00    0.705   1.3010  -0.2564
  70.00    0.579   1.4177  -0.2824
  75.00    0.436   1.4968  -0.3063
  80.00    0.294   1.5757  -0.3302
  85.00    0.147   1.6083  -0.3504
  90.00    0.000   1.5757  -0.3705
  95.00   -0.103   1.6076  -0.3785
 100.00   -0.205   1.5740  -0.3865
 105.00   -0.305   1.4942  -0.3854
 110.00   -0.404   1.4144  -0.3842
 115.00   -0.492   1.2972  -0.3766
 120.00   -0.579   1.1800  -0.3691
 125.00   -0.649   1.0388  -0.3599
 130.00   -0.718   0.8976  -0.3507
 135.00   -0.771   0.7489  -0.3474
 140.00   -0.824   0.6001  -0.3441
 145.00   -0.873   0.4611  -0.3610
 150.00   -0.922   0.3221  -0.3779
 155.00   -0.938   0.2092  -0.4216
 160.00   -0.953   0.0963  -0.4653
 170.00   -0.477   0.0100  -0.5000
 175.00   -0.238   0.0100  -0.2500
 180.00    0.000   0.0100   0.0000
