NACA63-415 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
   1        Number of airfoil tables in this file
   0.0      Table ID parameter
  12.00     Stall angle (deg)
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero
  -3.6101   Zero Cn angle of attack (deg)
   6.1179   Cn slope for zero lift (dimensionless)
   1.6668   Cn extrapolated to value at positive stall angle of attack
  -0.4842   Cn at stall value for negative angle of attack
   0.00     Angle of attack for minimum CD (deg)
   0.0048   Minimum CD value
-180.00    0.000   0.0100   0.0000
-175.00    0.249   0.0100   0.2000
-170.00    0.498   0.0100   0.4000
-160.00    0.996   0.1046   0.0732
-155.00    0.972   0.2222   0.1200
-150.00    0.948   0.3398   0.1667
-145.00    0.899   0.4845   0.1962
-140.00    0.851   0.6293   0.2257
-135.00    0.798   0.7842   0.2552
-130.00    0.744   0.9391   0.2846
-125.00    0.673   1.0860   0.3160
-120.00    0.601   1.2329   0.3473
-115.00    0.511   1.3548   0.3785
-110.00    0.421   1.4767   0.4097
-105.00    0.317   1.5596   0.4375
-100.00    0.214   1.6425   0.4652
 -95.00    0.107   1.6771   0.4860
 -90.00    0.000   1.7118   0.5067
 -85.00   -0.107   1.6771   0.5131
 -80.00   -0.214   1.6425   0.5195
 -75.00   -0.317   1.5596   0.5165
 -70.00   -0.421   1.4767   0.5135
 -65.00   -0.511   1.3548   0.5039
 -60.00   -0.601   1.2329   0.4944
 -55.00   -0.673   1.0860   0.4830
 -50.00   -0.744   0.9391   0.4717
 -45.00   -0.798   0.7842   0.4658
 -40.00   -0.851   0.6293   0.4600
 -35.00   -0.899   0.4845   0.4730
 -30.00   -0.948   0.3398   0.4861
 -25.00   -0.960   0.2233   0.5228
 -24.00   -0.963   0.2000   0.5301
 -23.00   -0.965   0.1767   0.5375
 -22.00   -0.968   0.1534   0.5448
 -21.00   -0.970   0.1301   0.5521
 -20.00   -0.973   0.1068   0.5595
 -19.00   -0.911   0.1017   0.5396
 -18.00   -0.850   0.0966   0.5196
 -17.00   -0.788   0.0915   0.4997
 -16.00   -0.727   0.0864   0.4798
 -15.00   -0.665   0.0813   0.4599
 -14.50   -0.635   0.0788   0.4499
 -12.01   -0.481   0.0661   0.4002
 -11.00   -0.419   0.0609   0.3802
  -9.98   -0.358   0.0561   0.3598
  -8.12   -0.223   0.0465   0.3082
  -7.62   -0.186   0.0439   0.2942
  -7.11   -0.149   0.0413   0.2801
  -6.60   -0.111   0.0387   0.2659
  -6.50   -0.105   0.0382   0.2632
  -6.00   -0.068   0.0356   0.2494
  -5.50   -0.032   0.0330   0.2355
  -5.00    0.005   0.0305   0.2217
  -4.50    0.041   0.0279   0.2078
  -4.00    0.077   0.0253   0.1939
  -3.50    0.114   0.0228   0.1801
