NACA63-218 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
   1        Number of airfoil tables in this file
   0.0      Table ID parameter
  12.00     Stall angle (deg)
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero 
  -1.8019   Zero Cn angle of attack (deg)
   6.3284   Cn slope for zero lift (dimensionless)
   1.5244   Cn extrapolated to value at positive stall angle of attack
  -0.5449   Cn at stall value for negative angle of attack
   0.00     Angle of attack for minimum CD (deg)
   0.0047   Minimum CD value
-180.00    0.000   0.0100   0.0000
-175.00    0.251   0.0100   0.2000
-170.00    0.502   0.0100   0.4000
-160.00    1.003   0.0779   0.0042
-155.00    0.980   0.1905   0.0557
-150.00    0.956   0.3031   0.1071
-145.00    0.899   0.4418   0.1371
-140.00    0.842   0.5804   0.1670
-135.00    0.785   0.7290   0.1955
-130.00    0.727   0.8776   0.2240
-125.00    0.655   1.0189   0.2544
-120.00    0.582   1.1601   0.2847
-115.00    0.493   1.2778   0.3153
-110.00    0.404   1.3954   0.3460
-105.00    0.304   1.4761   0.3739
-100.00    0.204   1.5568   0.4018
 -95.00    0.102   1.5917   0.4234
 -90.00    0.000   1.6266   0.4451
 -85.00   -0.102   1.5917   0.4522
 -80.00   -0.204   1.5568   0.4593
 -75.00   -0.304   1.4761   0.4574
 -70.00   -0.404   1.3954   0.4556
 -65.00   -0.493   1.2778   0.4478
 -60.00   -0.582   1.1601   0.4400
 -55.00   -0.655   1.0189   0.4313
 -50.00   -0.727   0.8776   0.4226
 -45.00   -0.785   0.7290   0.4208
 -40.00   -0.842   0.5804   0.4190
 -35.00   -0.899   0.4418   0.4392
 -30.00   -0.956   0.3031   0.4594
 -25.00   -0.974   0.2051   0.5081
 -24.00   -0.977   0.1855   0.5178
 -23.00   -0.981   0.1659   0.5276
 -22.00   -0.984   0.1463   0.5373
 -21.00   -0.988   0.1267   0.5470
 -20.00   -0.992   0.1072   0.5568
 -19.00   -0.935   0.1021   0.5413
 -18.00   -0.879   0.0970   0.5258
 -17.00   -0.823   0.0919   0.5104
